,player_api_id,player_name,height,weight,count_plays,overall_rating,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes
860,35492.0,Sean Murdoch,187.96,163,9.0,60.33,57.0,61.33,56.67,61.67,63.33
242,254472.0,Danny Ward,190.5,194,23.0,60.25,62.5,58.75,59.25,56.5,64.0
486,263511.0,Maxime Dupe,185.42,192,17.0,60.25,60.25,60.75,56.25,57.88,66.75
47,270473.0,Igor Berezovsky,193.04,192,13.0,60.17,65.67,58.83,57.17,59.67,61.33
435,186891.0,Scott Bain,180.34,165,59.0,60.14,62.57,59.71,55.71,58.43,63.29
37,274776.0,Yanick Brecher,193.04,183,36.0,60.12,64.62,56.0,61.88,55.25,66.75
570,197952.0,Dejan Stojanovic,195.58,196,5.0,60.0,64.67,55.67,57.33,55.33,67.67
632,95977.0,Damien Rascle,187.96,198,3.0,60.0,61.0,63.0,44.0,58.0,64.0
305,150217.0,Dennis Telgenkamp,193.04,192,24.0,60.0,61.43,60.43,54.29,62.29,60.71
556,242234.0,Jeremy Dumesnil,182.88,168,5.0,60.0,63.0,58.0,55.0,60.0,61.0
561,186806.0,Brice Maubleu,193.04,183,2.0,60.0,61.0,59.67,56.0,57.67,61.67
603,563068.0,Valentin Belon,180.34,170,5.0,60.0,65.25,58.75,56.5,54.25,63.75
111,208718.0,Laurent Henkinet,187.96,192,34.0,60.0,63.29,58.29,60.43,58.0,61.71
926,432470.0,Timo Plattel,185.42,154,1.0,60.0,64.0,59.5,59.0,59.5,62.0
117,148311.0,Gregory Delwarte,185.42,181,2.0,60.0,62.0,55.0,61.0,62.0,62.0
975,46689.0,Oumar Sissoko,187.96,185,1.0,59.86,62.29,58.43,56.57,58.57,62.14
483,187563.0,Anthony Mfa Meuzi,182.88,201,16.0,59.83,60.0,55.83,59.0,61.5,62.5
325,93341.0,Florian Bague,180.34,174,1.0,59.83,60.17,61.67,56.17,60.0,65.33
571,34213.0,Ryan Esson,185.42,174,119.0,59.78,58.89,61.33,55.11,60.89,58.67
449,69004.0,Mateusz Bak,185.42,187,61.0,59.71,62.71,56.43,51.14,62.0,62.43
99,190142.0,Jed Steer,182.88,176,1.0,59.6,64.4,57.3,54.8,56.8,63.6
749,46365.0,Artur Krysiak,193.04,183,1.0,59.55,65.45,54.55,49.18,54.55,67.36
938,513990.0,Sacha Bastien,195.58,201,1.0,59.5,64.0,61.0,55.0,54.5,60.5
965,212970.0,Arvid Schenk,195.58,187,1.0,59.5,59.0,59.0,64.0,49.0,67.5
810,522846.0,Rafael,175.26,161,2.0,59.5,12.5,8.5,6.5,7.5,7.5
871,121488.0,Alban Joinel,187.96,181,1.0,59.5,60.0,56.0,62.0,62.0,64.0
123,109650.0,Marco van Duin,190.5,174,3.0,59.5,57.0,63.0,51.0,63.0,61.0
239,47559.0,Scott Brown,187.96,192,38.0,59.44,61.5,53.19,55.5,56.88,63.31
854,45182.0,Jan Seda,190.5,196,23.0,59.43,58.43,61.71,62.57,57.71,64.0
602,157955.0,Samuel Atrous,190.5,187,1.0,59.4,66.2,58.6,63.6,55.0,62.8
7,148331.0,Anthony Moris,182.88,165,3.0,59.33,62.0,57.17,55.5,55.33,66.5
1,131403.0,Jo Coppens,190.5,176,34.0,59.25,62.75,58.25,62.5,55.0,62.25
913,243548.0,Patrick J. ter Mate,180.34,168,1.0,59.0,60.0,57.0,58.0,60.0,60.0
960,190604.0,Ugo Gabrieli,190.5,176,1.0,59.0,64.0,57.0,61.0,53.0,64.0
107,38962.0,Sven van der Jeugt,190.5,190,19.0,59.0,58.0,55.0,58.0,61.0,63.0
673,163893.0,Rui Vieira,187.96,176,2.0,59.0,60.0,58.0,57.0,56.0,63.0
278,181198.0,Joao Barroca,185.42,181,45.0,59.0,60.56,59.33,58.67,55.78,61.22
906,12381.0,Jan Slovenciak,193.04,196,1.0,59.0,63.0,56.0,53.0,60.0,59.0
770,67357.0,Christian Leite,182.88,187,4.0,59.0,64.0,57.0,57.0,53.0,65.0
976,435684.0,Boris Radunovic,193.04,185,1.0,59.0,64.0,58.0,55.0,57.0,62.0
385,258206.0,Dziugas Bartkus,190.5,194,7.0,59.0,62.0,64.0,59.0,64.0,60.0
792,188565.0,Anthony Loustallot,182.88,170,1.0,59.0,57.0,58.0,59.0,63.0,57.0
44,45571.0,Ben Hamer,193.04,172,8.0,58.8,59.6,57.0,63.6,58.2,61.0
818,280896.0,Jonas Mendes,190.5,181,2.0,58.5,66.0,53.0,61.0,52.5,63.0
581,289145.0,Jack Hamilton,187.96,163,3.0,58.5,59.5,58.5,56.5,59.5,61.5
396,232143.0,Martin Polacek,198.12,209,15.0,58.5,66.5,55.5,57.5,51.5,67.5
940,277348.0,Thomas Vincensini,182.88,174,1.0,58.33,60.0,52.0,54.0,57.0,66.67
844,278844.0,Martijn de Swart,187.96,201,2.0,58.33,58.67,59.0,57.33,57.0,58.67
746,299380.0,Dan Twardzik,182.88,170,30.0,58.33,62.0,53.33,54.33,55.33,64.67
576,32679.0,Michael Fraser,187.96,174,55.0,58.33,56.5,55.17,54.83,61.0,64.33
150,67311.0,Guillaume Faivre,187.96,183,139.0,58.29,64.64,52.14,59.14,53.93,65.0
954,22305.0,Simone Farelli,185.42,172,1.0,58.25,66.75,52.5,55.25,51.75,65.25
722,210387.0,Alexandre Letellier,190.5,179,17.0,58.08,59.54,58.85,54.08,57.77,57.69
450,427161.0,Marko Maric,190.5,196,24.0,58.0,63.43,55.29,60.29,56.86,62.14
848,104432.0,Georgi Makaridze,190.5,187,2.0,58.0,62.17,60.17,51.83,56.5,58.83
320,115675.0,Mark Ridgers,185.42,181,25.0,58.0,63.0,56.5,57.0,59.0,61.0
952,41807.0,Gabriele Aldegani,195.58,201,1.0,58.0,61.0,58.33,56.0,60.67,59.0
695,27342.0,Morten Jensen,190.5,194,1.0,58.0,59.0,56.0,59.0,56.0,58.0
391,68835.0,Grzegorz Kasprzik,185.42,194,40.0,58.0,63.71,56.0,61.43,51.57,62.71
444,42259.0,Matteo Gritti,185.42,176,48.0,58.0,63.75,55.5,50.75,49.25,68.0
277,42141.0,David Gonzalez,180.34,165,36.0,58.0,60.0,55.5,57.5,52.5,63.0
348,110136.0,Rik Sebens,180.34,154,1.0,58.0,12.0,9.0,15.0,13.0,13.0
633,181572.0,Patrick De Vlamynck,185.42,185,9.0,57.75,57.5,58.0,57.0,63.5,55.0
777,620136.0,Luis Maria Zwick,190.5,165,13.0,57.67,58.67,55.67,56.0,57.33,63.33
389,68740.0,Norbert Witkowski,190.5,187,47.0,57.62,62.25,47.25,58.25,55.75,63.25
309,275751.0,Krzysztof Kaminski,190.5,179,32.0,57.6,60.4,57.8,60.8,53.6,58.4
916,38953.0,Nathan Goris,185.42,161,1.0,57.6,61.0,59.2,58.2,53.4,56.6
598,111193.0,Thomas Bosmel,182.88,165,3.0,57.6,59.5,55.1,61.3,58.0,61.0
972,41310.0,Willy Grondin,177.8,172,1.0,57.5,57.0,55.0,59.0,61.0,56.0
307,68768.0,Matko Perdijic,195.58,207,35.0,57.5,61.0,52.0,50.67,59.83,59.33
977,37187.0,Jorg van Nieuwenhuijzen,185.42,198,1.0,57.33,61.33,55.0,66.0,55.0,54.33
422,249057.0,Wojciech Pawlowski,190.5,181,18.0,57.29,57.14,53.86,49.29,58.0,62.43
574,35954.0,Jonathan Tuffey,185.42,185,8.0,57.25,56.75,60.75,56.75,56.75,57.75
755,132814.0,Joel Mall,193.04,183,71.0,57.2,58.6,55.0,56.2,50.0,66.0
756,67374.0,"Swen Koenig,24",187.96,198,24.0,57.2,51.4,56.0,58.2,57.4,62.0
740,128239.0,Steven Deana,187.96,183,12.0,57.17,58.17,57.17,54.5,53.5,61.5
971,32845.0,Alan Martin,182.88,165,1.0,57.1,59.5,56.1,58.4,55.9,59.8
918,183701.0,Raul Dominguez,180.34,165,1.0,57.0,65.0,54.0,50.0,46.0,63.0
936,210693.0,Johann Durand,182.88,157,1.0,57.0,55.5,58.5,59.67,59.17,57.67
38,7621.0,Anthony Favre,193.04,198,51.0,57.0,63.8,61.8,53.8,59.8,54.8
427,275760.0,Andrzej Witan,182.88,168,15.0,57.0,58.5,55.5,54.0,55.5,58.5
329,243486.0,Collin van Eijk,182.88,161,1.0,57.0,59.0,58.0,62.0,56.0,56.0
846,160367.0,Ryan Scully,185.42,168,9.0,57.0,59.0,53.0,50.0,56.0,62.0
284,178434.0,Wojciech Malecki,187.96,179,6.0,57.0,63.0,53.0,51.0,51.0,64.0
819,34270.0,Davide Taini,190.5,194,7.0,57.0,63.0,54.0,52.25,51.0,62.25
437,166768.0,David Mitchell,182.88,183,1.0,57.0,65.0,51.0,55.0,54.0,65.0
74,166672.0,Stefan Deloose,190.5,187,2.0,56.83,57.83,58.0,59.17,50.33,59.5
768,462944.0,Francesco Ruberto,182.88,165,8.0,56.67,62.67,50.33,52.0,54.67,61.33
914,78279.0,Fredric Loehe,193.04,194,1.0,56.67,58.33,52.33,53.0,49.67,64.33
452,206801.0,Lukasz Budzilek,185.42,176,4.0,56.67,55.67,58.67,59.33,54.0,59.67
567,41864.0,Roberto Colombo,190.5,176,7.0,56.67,53.33,54.33,52.5,57.0,67.17
518,207058.0,Niclas Heimann,193.04,185,1.0,56.6,60.2,50.2,52.2,58.4,60.8
964,237645.0,Andreas Hirzel,190.5,196,1.0,56.5,57.25,56.75,53.0,54.25,57.75
889,607121.0,Paul Andre Guerin,182.88,165,1.0,56.5,60.5,54.0,51.5,52.0,58.5
630,7334.0,Anssi Jaakkola,193.04,194,12.0,56.38,57.5,52.75,50.88,54.62,61.0
779,289118.0,Marc McCallum,190.5,172,1.0,56.33,56.33,58.0,52.0,57.33,58.33
907,564854.0,Jean Chopin,195.58,198,1.0,56.25,61.0,54.25,53.25,51.25,61.0
554,41489.0,Achille Coser,185.42,174,2.0,56.25,53.75,53.75,57.0,61.25,59.25
432,308842.0,Dobrivoj Rusov,190.5,170,5.0,56.25,56.0,51.75,57.5,53.0,64.5
783,188971.0,Jakob Haugaard,198.12,192,4.0,56.22,55.89,55.67,55.56,55.89,57.89
384,178584.0,Sergiusz Prusak,193.04,205,37.0,56.0,63.5,50.5,54.0,52.5,60.5
287,169906.0,Vytautas Cerniauskas,190.5,165,28.0,56.0,61.0,42.0,48.0,59.0,66.0
973,670927.0,Fabrizio Alastra,185.42,174,1.0,56.0,59.0,52.0,56.0,51.0,63.0
550,38434.0,Damien Lahaye,180.34,181,7.0,56.0,57.0,52.0,54.0,55.0,62.0
852,110108.0,Lex van Haeften,198.12,185,1.0,56.0,55.0,64.0,44.0,60.0,50.0
394,114817.0,Michal Gliwa,187.96,168,69.0,55.89,62.33,48.56,41.33,55.22,63.22
429,206805.0,Jakub Szumski,193.04,172,13.0,55.86,59.14,56.43,56.14,54.0,57.71
446,22700.0,Lorenzo Bucchi,185.42,183,12.0,55.83,58.83,53.67,51.5,57.83,56.17
281,114018.0,Mathieu Debonnaire,187.96,179,8.0,55.5,56.5,57.5,51.5,47.5,63.5
416,432411.0,Maciej Krakowiak,187.96,168,4.0,55.5,61.5,52.0,51.5,52.0,58.0
279,94678.0,Kevin Fickentscher,180.34,172,23.0,55.5,55.5,52.0,50.67,53.33,61.5
19,614867.0,Maxime Vandermeulen,180.34,165,1.0,55.5,58.5,53.5,57.5,51.0,59.5
771,160901.0,David Moser,185.42,165,6.0,55.25,52.75,55.25,50.25,52.75,61.5
13,104388.0,"Cyprien Baguette,23",187.96,185,24.0,55.0,54.5,54.5,53.5,52.5,58.5
417,281844.0,Patryk Wolanski,187.96,179,9.0,55.0,53.0,46.0,50.0,65.0,52.0
112,277845.0,Hendrik van Crombrugge,187.96,192,1.0,55.0,57.0,52.0,53.0,49.0,62.0
909,36873.0,Kristof Maes,187.96,187,1.0,54.83,57.0,52.5,57.5,53.17,55.0
935,25863.0,Bastien Geiger,177.8,159,1.0,54.33,12.67,18.67,38.67,18.0,17.0
149,66902.0,Luca Ferro,193.04,198,56.0,54.25,46.25,55.25,52.75,57.25,57.75
319,165518.0,David Cornell,187.96,174,5.0,54.0,52.6,54.2,53.2,52.2,58.2
462,154261.0,Oliver Klaus,182.88,176,9.0,54.0,60.33,45.33,40.33,50.33,62.33
439,655544.0,Josip Posavec,190.5,181,1.0,54.0,58.0,50.0,58.0,54.0,58.0
757,202616.0,Ulisse Pelloni,182.88,172,2.0,54.0,60.0,52.0,56.0,49.0,59.0
742,520798.0,Dany da Silva,187.96,172,2.0,54.0,55.5,53.0,48.0,53.5,54.5
949,315949.0,Paul Grant,182.88,170,1.0,54.0,60.0,49.0,48.0,52.0,56.0
814,361334.0,Konrad Jalocha,200.66,187,2.0,54.0,57.0,48.0,54.0,53.0,61.0
415,115006.0,Bartosz Kaniecki,195.58,201,17.0,53.67,54.0,52.67,44.0,47.33,61.33
920,156714.0,Miguel da Silva Jorge Bruno,195.58,181,1.0,53.67,53.67,53.0,57.33,51.0,55.67
775,148297.0,Mario Matos,185.42,181,2.0,53.5,57.5,47.5,52.0,51.0,58.0
318,407747.0,Christopher Dilo,187.96,185,12.0,53.5,55.5,49.5,53.5,52.5,57.0
739,41601.0,Nicolas Beney,182.88,176,7.0,52.67,49.67,50.67,46.67,52.67,59.67
282,255251.0,Antonio Signori Dominique,185.42,165,11.0,52.5,56.0,54.0,41.0,49.5,52.5
324,165528.0,Ibrahim Kone,190.5,187,3.0,52.5,52.75,55.0,51.0,45.0,59.0
769,95224.0,Dragan Djukic,182.88,165,2.0,52.0,52.0,49.5,48.0,48.0,56.0
39,320187.0,Andres Malloth,185.42,179,1.0,52.0,57.0,48.0,48.0,49.0,55.0
961,42098.0,Reto Bolli,182.88,172,1.0,51.75,53.5,47.75,46.5,56.25,49.5
155,172489.0,Zander Clark,195.58,170,5.0,51.0,48.0,53.0,53.0,54.0,56.0
797,557342.0,Jonas Omlin,187.96,176,1.0,51.0,57.0,47.0,56.0,45.0,54.0
421,463957.0,Jakub Wrabel,193.04,192,9.0,51.0,55.33,48.67,46.67,45.67,55.33
397,264578.0,Tomasz Ptak,190.5,196,13.0,51.0,56.0,46.0,51.0,47.0,54.0
423,618737.0,Mateusz Abramowicz,185.42,176,5.0,50.67,50.0,51.33,49.67,49.67,50.0
631,470003.0,Conor Brennan,185.42,198,4.0,50.5,53.5,46.5,48.5,47.5,53.5
780,252672.0,Michal Szromnik,190.5,176,11.0,50.0,62.5,48.5,56.5,46.5,42.5
91,69793.0,Jakub Divis,195.58,194,3.0,50.0,54.0,47.0,56.0,49.0,48.0
94,148308.0,Sven De Volder,182.88,179,7.0,49.0,43.0,49.0,53.0,51.0,52.0
245,528212.0,Aaron Lennox,190.5,181,1.0,48.0,53.0,41.0,39.0,51.0,53.0
395,206641.0,Konrad Forenc,190.5,201,15.0,46.0,45.0,61.25,57.25,32.25,46.0
